N,종목명,닉네임,작성시간,제목,내용,크롤링일자,형태소,긍정_형태소_수,부정_형태소_수,중립_형태소_수,감성_점수,감성,신뢰도
91,LS네트웍스,진심투자자,1분 전,ls계열은 눈도 돌리지 마라,빤스런하는 넘들이 너무 많다 gs로~~^^,2026-02-11 13:41:34,"빤스런하는, 넘들이, 너무, 많다",0,0,4,0,중립,0.0
92,삼성전자,산바닷,1분 전,텨~~,떨어지기전에 지금 텨~~!,2026-02-11 13:41:34,"떨어지기전에, 지금",0,1,1,-2,부정,0.5
93,삼표시멘트,man4c,1분 전,오늘은 이정도만 해도 볼만하것어,ㅋㅋㅋㅋㅋ,2026-02-11 13:41:34,,0,0,0,0,중립,0.0
94,LG에너지솔루션,도람푸우,1분 전,"lg에너지솔루션, 로봇 업체 6곳에 배터리 공급..""북미 ev 자산 활용해 ess 수요 맞출 것""","김동명 lg엔솔 사장 ""북미 ev 자산 활용해 ess 수요 맞출 것"" [시대 정연 기자] 김동명 lg에너지솔루션 사장이 ""북미 ev(전기차) 생산 라인을 활용해 급성장하는 에너지저장장치(ess) 수요를 흡수할 계획""이라고 11일 밝혔다. 김 사장은 이날 jw메리어트호텔 서울에서 열린 2026년 한국배터리산업협회 이사회·총회 참석 전에 기자들과 만나 ""수주·개발·생산 활동 세 가지를 열심히 해 최대한 실적향상에 대한 자신감"" 을 밝혔다. lg에너지솔루션은 최근 글로벌 완성차업체 스텔란티스와의 캐나다 합작법인 '넥스트스타 에너지'를 100% 자회사로 전환했다. 리튬·인산·철(lfp) 배터리 소재 국산화 전략에 대해선 ""국내에 lfp 케미스트리를 생산하려는 업체들이 많이 있는데 이 중에서 엘앤에프와 협력하려고 한다""며 ""북미산 쪽으로 적용하기 위해 노력하고 있다""고 했다. 로봇 업체들과의 협력도 공고히 할 방침이다. lg에너지솔루션은 로봇 업체 6곳에 배터리를 공급한다고 밝힌 바 있다. 김 사장은 ""현재 대부분이 알고 있는 로봇 업체들과 관계를 맺고 있는데 주로 원통형 배터리를 채택한다""며 ""에너지 고밀도, 고출력이 필요한 경우도 있어서 궁극적으로는 전고체 전지 쪽으로 가야 할 것 같다""고 말했다.",2026-02-11 13:41:34,"김동명, 엔솔, 사장, 북미, 자산, 활용해, 수요, 맞출, 시대, 정연",2,1,121,2,긍정,0.024
95,에코프로,꿀꾸리꾸에엑꿀꿀,1분 전,아직도,빌빌되고 있네,2026-02-11 13:41:34,"빌빌되고, 있네",0,0,2,0,중립,0.0
96,한화오션,ㄱㄴㄷ,1분 전,목 금 코스피 신고가,이재며 정부는 설 민심을 잡기위해 코스피를 최고가로 올리는건 다들 아실겁니다. 이래저래 결국 연기금은 박살나고 신규 진입하거나 밪투한 개미들도 같이 박살날겁니다. 각자 알아서 적당히 먹고 미국으로 튀세요. 세수가 부족해서 빚내고 이런저런 세금을 부과할거고 물가는 상승하고 일자리는 줄어들어 결국 힘들어질텐데..미래를 잘 준비하시길..,2026-02-11 13:41:34,"이재며, 정부는, 민심을, 잡기위해, 코스피를, 최고가로, 올리는건, 다들, 아실겁니다, 이래저래",3,2,34,0,긍정,0.128
97,현대ADM,어서요서방님,1분 전,수급분석,주주들이 해보면 참좋을낀데~든든하낀데~안불안할낀데~안털릴낀데~,2026-02-11 13:41:35,"주주들이, 해보면, 참좋을낀데, 든든하낀데, 안불안할낀데, 안털릴낀데",1,2,3,-2,부정,0.5
98,삼성전자,리박스쿨자유대학빤쓰동아리,1분 전,국힘이 윤석렬 버리면 신천지교도들은 낙동강오리알?,빤쓰사랑제일교회 은평폭행제일교회 부산세계로살인교회 천정궁도박교 정명석교미교회 신도들은 뭐가되냐? 낙동강 오리알 신세냐?,2026-02-11 13:41:35,"빤쓰사랑제일교회, 은평폭행제일교회, 부산세계로살인교회, 천정궁도박교, 정명석교미교회, 신도들은, 뭐가되냐, 낙동강, 오리알, 신세냐",0,0,10,0,중립,0.0
99,KODEX 코스닥150,배나드리,1분 전,1880을 누리자,3000까지 1880남았다.,2026-02-11 13:41:35,"까지, 남았다",0,0,2,0,중립,0.0
100,현대ADM,K황태자,1분 전,♡제2의 신라젠♡,똑같은 패턴,2026-02-11 13:41:35,"똑같은, 패턴",0,0,2,0,중립,0.0
101,SK바이오사이언스,Ykk,1분 전,Sk개바사,불나서 없어지길 기원 26일 차. 사기꾼 회사야. ㅋ 수주 능력도 없고 기술도 없고 사기꾼이 하는짓? 남들 개발해 놓은거에 발 담그고 ㅋ 개나 소나 돈있으면 다하는 임상이나 대신 해주고 ㅋ 지들이 뭔 실력이나 있는것 처럼 자랑 질이나 하면서 다음 사기칠 밑 그림 그리겠지. 왜 ? 남은 돈이 3000억 정도겠지 ㅋ 1년 안에 주주님들 한테사기쳐야 ㅋ 또 몇년 호의호식하며 살테니까.,2026-02-11 13:41:39,"불나서, 없어지길, 기원, 사기꾼, 회사야, 수주, 능력도, 없고, 기술도, 없고",2,4,37,0,부정,0.14
102,에이프로젠,행복한남자,1분 전,주식 없는 king구라쟁이(구:주식king),에젠 685원 25만주 보유자라고 해서 인증요청 어제 추매한 내역 인증 그리고 현재 오늘 에젠 보유주식 및 평잔 인증 하세요~ 이것들 글 살지러 아는거냐~ㅋㅋㅋㅋ 에젠 포토샵 돌리고 있남~ㅋㅋㅋㅋ,2026-02-11 13:41:40,"에젠, 만주, 보유자라고, 해서, 인증요청, 어제, 추매한, 내역, 인증, 그리고",0,0,24,0,중립,0.0
103,인스웨이브,한화오션대주주,1분 전,피씨방에 사발면이나 납품해라,뻘짖 그만하고,2026-02-11 13:41:40,"뻘짖, 그만하고",0,0,2,0,중립,0.0
104,더본코리아,커여운까미,1분 전,코스피에 어묵을 넣지말라는 법이 있을까?,고정관념을 깨란 말이쥬~,2026-02-11 13:41:40,"고정관념을, 깨란, 말이쥬",0,0,3,0,중립,0.0
105,제주은행,찢두로를재판하라,1분 전,은행주 단타처먹는 유일한 넘,잡주은행 써글,2026-02-11 13:41:40,"잡주은행, 써글",0,0,2,0,중립,0.0
106,대창,123345,1분 전,영업이익 500억 넘음 ㄷㄷ 60%이상 상승,매출1.5조육박,2026-02-11 13:41:40,"매출, 조육박",0,0,2,0,중립,0.0
107,포스코퓨처엠,공감하면엄지척,1분 전,유진,이기업은 또 뭐냐 이것도 공매기업이네,2026-02-11 13:41:40,"이기업은, 뭐냐, 이것도, 공매기업이네",0,0,4,0,중립,0.0
108,센코,peterlch,1분 전,f휴머노이드 로봇의 진화,시각 청각 후각 촉각 다가져야 인간형 로봇이 됨,2026-02-11 13:41:41,"시각, 청각, 후각, 촉각, 다가져야, 인간형, 로봇이",0,0,7,0,중립,0.0
109,이마트,다담이,1분 전,좀 심하다,600프로가 애들 장난이냐 근데 기관하고 연기금은 뭐하는거야 방어안하고,2026-02-11 13:41:41,"프로가, 애들, 장난이냐, 근데, 기관하고, 연기금은, 뭐하는거야, 방어안하고",0,1,7,-1,부정,0.125
110,보성파워텍,나그네007,1분 전,제미나이에게 물었다.,오늘 1만원 안착시도. 우리기술 상 안풀리면 20% 전후에서 보성 마감.,2026-02-11 13:41:41,"오늘, 만원, 안착시도, 우리기술, 안풀리면, 전후에서, 보성, 마감",0,2,6,-2,부정,0.25
111,삼화페인트,투투가인,1분 전,인제는 대놓고 패네,페이크 없이?,2026-02-11 13:41:41,"페이크, 없이",0,1,1,-1,부정,0.5
112,삼성전자,11만전자,1분 전,비트코인 5만달러 붕괴 직전,코인매도해서 삼성전자 매수대기자금으로 유입될듯,2026-02-11 13:41:41,"코인매도해서, 삼성전자, 매수대기자금으로, 유입될듯",1,1,2,0,중립,0.5
113,알테오젠,햇살같은수익원리구루,1분 전,배당 말들이 많은데 그래도 이득아닌가,원래 주기로 했던거도 아니고 배당 챙겨준다는데 300원도 돈인데 없는거 보단 낫지 않나요?? 많이 챙겨주겠다 하고 적게 주는거도 아니고 경영진 횡보는 실망스럽지만 확실하게 깔 거만 깝시다 3월전후로 주주부양정책 나오겟죠 뭐,2026-02-11 13:41:41,"원래, 주기로, 했던거도, 아니고, 배당, 챙겨준다는데, 원도, 돈인데, 없는거, 보단",1,5,21,-4,부정,0.222
114,NAVER,영식,1분 전,3차법안 이제 시작이다,안전벨트 메고 5일선 안착했지 다음 은 ?,2026-02-11 13:41:41,"안전벨트, 메고, 일선, 안착했지, 다음",0,2,3,-2,부정,0.4
115,현대지에프홀딩스,30대은퇴자,1분 전,현대홈쇼핑을 완전자회사로 편입하네,이게 웬 떡이냐,2026-02-11 13:41:42,"이게, 떡이냐",0,0,2,0,중립,0.0
116,기업은행,돌멩잇,1분 전,신한은 항상 왜 저래,ㅉ분탕질ㅉ,2026-02-11 13:41:42,분탕질,0,0,1,0,중립,0.0
117,SG,수온이디,1분 전,뜽싸고있네,여섯줄 이상 글쓰지마라 읽기 짜증난다 쓰읍 또 빠진다 거냐안거냐 요것은 안오른다 구찌가 큰 기계로가라 거냐안거냐 괘퐌히구나 채대2580원 오늘 채소 십프로하락이다,2026-02-11 13:41:42,"여섯줄, 이상, 글쓰지마라, 읽기, 짜증난다, 쓰읍, 빠진다, 거냐안거냐, 요것은, 안오른다",1,4,13,-4,부정,0.278
118,비츠로시스,뻑,1분 전,너도 원전주,가즈아~~~,2026-02-11 13:41:42,가즈아,1,0,0,2,긍정,1.0
119,보성파워텍,베스트원은,1분 전,지가 Nxt 인줄,니 주제를 알아라,2026-02-11 13:41:42,"주제를, 알아라",0,0,2,0,중립,0.0
120,동양고속,고수되고파,1분 전,순간 날아갑니다,보세요 쏩니다,2026-02-11 13:41:42,"보세요, 쏩니다",0,0,2,0,중립,0.0
121,삼성전자,gotde,1분 전,외인들이 개미들 물량 싹쓸어 담아가고 있어요,"HBM4 대 성공에 이어서 여기에 더해 2,5배 빠른 기술 특허 출원까지",2026-02-11 13:41:42,"성공에, 이어서, 여기에, 더해, 빠른, 기술, 특허, 출원까지",1,0,7,2,긍정,0.125
122,엑스페릭스,기쁜차트맛영웅,1분 전,확인 하셔야 됩니다,331214,2026-02-11 13:41:43,,0,0,0,0,중립,0.0
123,로킷헬스케어,금수산도령님,1분 전,지금62500원지지가격 무너지면,"61,000원에 기다리겠소~",2026-02-11 13:41:43,"원에, 기다리겠소",0,0,2,0,중립,0.0
124,미래에셋벤처투자,그냥그냥그레,1분 전,시원하게,"내려와라~ 19,000원 매수 대기중.",2026-02-11 13:41:43,"내려와라, 매수, 대기중",1,1,1,-1,부정,0.667
125,현대ADM,WTOP,1분 전,"차트로 오늘 종가 4450원 지키면, 내일 상한가 가능",암 완전관해 재료가 진짜라면 주가는 더 강해야~,2026-02-11 13:41:43,"완전관해, 재료가, 진짜라면, 주가는, 강해야",0,0,5,0,중립,0.0
126,이마트,ㅎㄹㄹㄹ,1분 전,공매 8백만원 수익마감. 욕봐라. ㅋㅋㅋ,아 꼬셔꼬셔 ㅋㅋㅋㅋ,2026-02-11 13:41:43,꼬셔꼬셔,0,0,1,0,중립,0.0
127,OCI홀딩스,우르르쾅콩,1분 전,"실적이 잘나올수가 없다,","반도체쪽 예상치 하회, 건설쪽 적자예상됨, 발전쪽도 적자예상됨 태양광이 그나마 회복이긴한데 예상치대비로 크게 나아지긴어려움, 이미 예상이익이 300~500억이라는데,,, 태양광혼자서 이익700억해줘야되는데 되것냐?",2026-02-11 13:41:43,"반도체쪽, 예상치, 하회, 건설쪽, 적자예상됨, 발전쪽도, 적자예상됨, 태양광이, 그나마, 회복이긴한데",2,2,16,0,중립,0.2
128,엑스페릭스,깅가,1분 전,한번 더 알려줄테니 다들 말 들으렴,내일 무조건 떨어질거같은데~ 오늘 팔고 금욜쉬고 담주에 들어가라,2026-02-11 13:41:43,"내일, 무조건, 떨어질거같은데, 오늘, 팔고, 금욜쉬고, 담주에, 들어가라",0,1,7,-2,부정,0.125
129,롯데하이마트,사루안,1분 전,크흠...,"소매유통 관련주 다른 놈 오를 때 빌빌거리더니 내 한번은 쏠 줄 알았다ㅋㅋㅋ 근데, 후루룩 말아올리고 끝이네?? 망할놈 피뢰침 봐라ㅋㅋㅋㅋㅋㅋㅋ 다행히 걸어놓은 거 팔림",2026-02-11 13:41:44,"소매유통, 관련주, 다른, 오를, 빌빌거리더니, 한번은, 알았다, 근데, 후루룩, 말아올리고",1,2,14,-2,부정,0.176
130,카카오페이,Im,1분 전,캬 꿈틀대는거바라,상한가네요 ㅋㅋ,2026-02-11 13:41:44,상한가네요,1,0,0,3,긍정,1.0
131,현대건설,반도체대세1등주,1분 전,"★ 현대건설: 5배 폭등: 이젠 장기간, 폭락 불가피!","★ 현대건설: 5배 폭등: 이젠 장기간, 폭락 불가피! 5배 폭등에 따른 폭락 시점: 너무 올라 고평가: 하락! ----------------------------------------------------------------------------------------------- ★ 반도체) 엔비디아 3일간 12% 폭등: 삼성전자 10% 폭등 전망: 매수 적기 AI수요 폭증: 반도체 제조업체만 폭등: 삼성전자 대박 1. 삼성전자: 자사주 3.6조 매입(2200만주): 대박: 매수 - 기간: 1월30~4월29: 보통주만 매수: 보통주 매수 유리 - 1일 100만주씩 매수: 지난번 자사주 매수시 급등 했음 2. 삼성전자: 26년 영업이익 245조: 목표가 30만원: 매수 - 엔비디아 영업이익 120조(시총 6600조): 세계 시총 1위 - 삼성전자 영업이익 245조(시총 981조): 70만원 적정가 3. 삼성전자: 엔비디아+AMD+구글 HBM 모두납품: 대박 - 엔비디아 HBM 신규 납품: 200조원 전망: 매출 폭발 - AMD+구글 HBM 납품: 100조원 전망: 폭등 청신호 반도체 D램 가격: 25년 7배 폭등: 26년 100% 또 오른다 반도체 수요급증, 반도체 없어서 못판다: 폭등 사유 충분 ★ 삼성전자: HBM+파운드리+휴대폰(3개업황): 다 좋다 목표가 30만원으로 본, 지금은 저가 매수 절호의 기회!",2026-02-11 13:41:44,"현대건설, 폭등, 이젠, 장기간, 폭락, 불가피, 폭등에, 따른, 폭락, 시점",27,8,71,38,긍정,0.33
132,HJ중공업,전은경,1분 전,상잡주,잡주중에. 최상위잡주구나,2026-02-11 13:41:44,"잡주중에, 최상위잡주구나",0,0,2,0,중립,0.0
133,아크릴,맹구친구영구,1분 전,풍악을 울려라아아아~~~~~,쏴리질러~~~~~^^,2026-02-11 13:41:44,쏴리질러,0,0,1,0,중립,0.0
134,아크릴,몽실통통통,1분 전,다음 타자 뉴로핏,대기 중,2026-02-11 13:41:44,대기,0,0,1,0,중립,0.0
135,다스코,232528,1분 전,이거 명박이 회사 아닌가?,허허허허허,2026-02-11 13:41:44,허허허허허,0,0,1,0,중립,0.0
136,아크릴,포카AAAAAAA,1분 전,따따따블~~~,따따블 따따블 ~~~~,2026-02-11 13:41:45,"따따블, 따따블",0,0,2,0,중립,0.0
137,대창,나는30푸로쩜상묵는상따다,1분 전,실적공시뜨자마자마자시장가로질러서vi만들엇다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이빠이먹고나가게이빠이처올려라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2026-02-11 13:41:45,이빠이먹고나가게이빠이처올려라,0,0,1,0,중립,0.0
138,제일바이오,조용하게하자,1분 전,전재산 몰빵 완료 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2026-02-11 13:41:45,,0,0,0,0,중립,0.0
139,티엑스알로보틱스,노숙,1분 전,고점에,물리고 손절하고 떠난다 그지같은거,2026-02-11 13:41:45,"물리고, 손절하고, 떠난다, 그지같은거",0,1,3,-2,부정,0.25
140,샌디스크,우주콩,1분 전,-17퍼,버티면 올까요? 아님 물을 어디쯤에서 탈까요? 고견 부탁드립니다,2026-02-11 13:41:45,"버티면, 올까요, 아님, 물을, 어디쯤에서, 탈까요, 고견, 부탁드립니다",0,0,8,0,중립,0.0
141,삼영,해박한정보수사관,1분 전,오늘ㅎ ㅏ 루종일 48% 먹었네요,1412 11111111111111111111,2026-02-11 13:41:45,,0,0,0,0,중립,0.0
142,현대바이오,진성산업개발,1분 전,진짜 신한이랑 후준이,예전에 컨퍼런스 신한이 후원 ㅋㅋ. 둘이. 다 해먹엇나,2026-02-11 13:41:46,"예전에, 컨퍼런스, 신한이, 후원, 둘이, 해먹엇나",0,0,6,0,중립,0.0
143,압타바이오,타락파워전사,1분 전,어째 분위기가,슬슬 내년 으로 기울어 가나여?,2026-02-11 13:41:46,"슬슬, 내년, 기울어, 가나여",0,0,4,0,중립,0.0
144,현대ADM,데스나이트,1분 전,거래량 3600만 ㄷㄷ,종가가 궁금하네요 ㅎ,2026-02-11 13:41:47,"종가가, 궁금하네요",0,0,2,0,중립,0.0
145,서남,성장하는주도주금손,1분 전,⚡월 5천 충분히 가능🚨따라만 오세요~,📌장인의힘📌장인의힘📌🌿텔🌿📌장인의힘📌장인의힘📌,2026-02-11 13:41:47,"장인의힘, 장인의힘, 장인의힘, 장인의힘",0,0,4,0,중립,0.0
146,프리엠스,혼솔,1분 전,한번만보아주세요~간청드립니다,https://petitions.assembly.go.kr/proceed/onGoingAll/48D00A5CC21244EBE064ECE7A7064E8B 무자본 갭투기 기업사냥꾼 행위로부터 소액주주 보호 제도개선 요청안 입니다 동의 좀 부탁드려요 비회원으로도 동의 가능합니다,2026-02-11 13:41:47,"무자본, 갭투기, 기업사냥꾼, 행위로부터, 소액주주, 보호, 제도개선, 요청안, 동의, 부탁드려요",1,1,11,1,긍정,0.154
147,삼성중공업,듀린이,1분 전,"31,600원에 매수한 내가 너무",짜친다...............ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2026-02-11 13:41:48,짜친다,0,0,1,0,중립,0.0
148,이마트,RIS이,1분 전,호들갑은,충당금 쌓아서 일부러 적자 만들었구만... 예상했던 시나리오인데,2026-02-11 13:41:48,"충당금, 쌓아서, 일부러, 적자, 만들었구만, 예상했던, 시나리오인데",0,1,6,-2,부정,0.143
149,이마트,이타적삶,1분 전,진짜 무서운 인간들 ㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2026-02-11 13:41:48,,0,0,0,0,중립,0.0
